,author_pair,co-paper_id,co-times,authors_paper_num,co-occurrence_val
301,"('Song Y', 'Nava Rodrigues D')",[],0,"(2, 1)",0.0
302,"('Song Y', 'Flinter F')",[],0,"(2, 1)",0.0
303,"('Song Y', 'Zhang Z.')",[],0,"(2, 1)",0.0
304,"('Song Y', 'Gale DP')",[],0,"(2, 1)",0.0
305,"('Song Y', 'Hu J')",[8],1,"(2, 1)",0.5
306,"('Song Y', 'Balahonova EA')",[],0,"(2, 1)",0.0
307,"('Song Y', 'Shagam L')",[],0,"(2, 1)",0.0
308,"('Song Y', 'Riisnaes R')",[],0,"(2, 1)",0.0
309,"('Song Y', 'Isidori A')",[],0,"(2, 1)",0.0
310,"('Song Y', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(2, 1)",0.0
311,"('Song Y', 'Menale B')",[],0,"(2, 1)",0.0
312,"('Song Y', 'Stepanov GA')",[],0,"(2, 1)",0.0
313,"('Song Y', 'Jiang Y')",[],0,"(2, 1)",0.0
314,"('Song Y', 'Kocsis J')",[],0,"(2, 1)",0.0
315,"('Song Y', 'Reale C')",[],0,"(2, 1)",0.0
316,"('Song Y', 'Koval OA.')",[],0,"(2, 1)",0.0
317,"('Song Y', 'Mazzaferro V')",[],0,"(2, 1)",0.0
318,"('Song Y', 'Di Maio A')",[],0,"(2, 1)",0.0
319,"('Song Y', 'Boysen G')",[],0,"(2, 1)",0.0
320,"('Song Y', 'Panteghini C')",[],0,"(2, 1)",0.0
321,"('Song Y', 'Lin Y')",[1],1,"(2, 1)",0.5
322,"('Song Y', 'Christova R')",[],0,"(2, 1)",0.0
323,"('Song Y', 'Merle P')",[],0,"(2, 1)",0.0
324,"('Song Y', 'Aziz S')",[],0,"(2, 1)",0.0
325,"('Song Y', 'Zhu G')",[8],1,"(2, 1)",0.5
326,"('Song Y', 'Choo SP')",[],0,"(2, 1)",0.0
327,"('Song Y', 'Yin K')",[],0,"(2, 1)",0.0
328,"('Song Y', 'Dao T')",[],0,"(2, 1)",0.0
329,"('Song Y', 'Hoefele J')",[],0,"(2, 1)",0.0
330,"('Song Y', 'Nagel M')",[],0,"(2, 1)",0.0
331,"('Song Y', 'Figueiredo I')",[],0,"(2, 1)",0.0
332,"('Song Y', 'Sumanasuriya S')",[],0,"(2, 1)",0.0
333,"('Song Y', 'Ma YT')",[],0,"(2, 1)",0.0
334,"('Song Y', 'Campistol J')",[],0,"(2, 1)",0.0
335,"('Song Y', 'Tang D')",[],0,"(2, 1)",0.0
336,"('Song Y', 'G\xc3\xa9rolami R')",[],0,"(2, 1)",0.0
337,"('Song Y', 'Sheng W')",[1],1,"(2, 1)",0.5
338,"('Song Y', 'Thongsawat S')",[],0,"(2, 1)",0.0
339,"('Song Y', 'Lim HY')",[],0,"(2, 1)",0.0
340,"('Song Y', 'Bergamaschi M')",[],0,"(2, 1)",0.0
341,"('Song Y', 'Zhou Q')",[8],1,"(2, 1)",0.5
342,"('Song Y', 'Garavaglia B')",[],0,"(2, 1)",0.0
343,"('Song Y', 'Zhang T')",[],0,"(2, 1)",0.0
344,"('Song Y', 'Liang L')",[8],1,"(2, 1)",0.5
345,"('Song Y', 'Orcesi S.')",[],0,"(2, 1)",0.0
346,"('Song Y', 'Kuligina EV')",[],0,"(2, 1)",0.0
347,"('Song Y', 'Nardocci N')",[],0,"(2, 1)",0.0
348,"('Song Y', 'Ding Y')",[],0,"(2, 1)",0.0
349,"('Song Y', 'Palumbo GA')",[],0,"(2, 1)",0.0
350,"('Song Y', 'Shi LP')",[],0,"(2, 1)",0.0
351,"('Song Y', 'Huang Z')",[],0,"(2, 1)",0.0
352,"('Song Y', 'Chuai S')",[8],1,"(2, 1)",0.5
353,"('Song Y', 'Torra R')",[],0,"(2, 1)",0.0
354,"('Song Y', 'Liu S')",[1],1,"(2, 1)",0.5
355,"('Song Y', 'An T')",[8],1,"(2, 1)",0.5
356,"('Song Y', 'Guida M.')",[],0,"(2, 1)",0.0
357,"('Song Y', 'Cao Y')",[1],1,"(2, 1)",0.5
358,"('Song Y', 'Huang W')",[],0,"(2, 1)",0.0
359,"('Song Y', 'Zhao Q')",[],0,"(2, 1)",0.0
360,"('Song Y', 'Cavazzini F')",[],0,"(2, 1)",0.0
361,"('Song Y', 'Yeo W')",[],0,"(2, 1)",0.0
362,"('Song Y', 'Brunak S')",[],0,"(2, 1)",0.0
363,"('Song Y', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(2, 1)",0.0
364,"('Song Y', 'Lamlertthon W')",[],0,"(2, 1)",0.0
365,"('Song Y', 'Guo J')",[],0,"(2, 1)",0.0
366,"('Song Y', 'Peng F')",[8],1,"(2, 1)",0.5
367,"('Song Y', 'Bartoletti D')",[],0,"(2, 1)",0.0
368,"('Song Y', 'Hu R')",[],0,"(2, 1)",0.0
369,"('Song Y', 'Ferreira A')",[],0,"(2, 1)",0.0
370,"('Song Y', 'Gerasimov AV')",[],0,"(2, 1)",0.0
371,"('Song Y', 'Garosi G')",[],0,"(2, 1)",0.0
372,"('Song Y', 'Song G')",[],0,"(2, 1)",0.0
373,"('Song Y', 'Zhang M')",[8],1,"(2, 1)",0.5
374,"('Song Y', 'Zhou C')",[8],1,"(2, 1)",0.5
375,"('Song Y', 'Peng D')",[],0,"(2, 1)",0.0
376,"('Song Y', 'Chen YM.')",[],0,"(2, 1)",0.0
377,"('Hu Y', 'Zhang L')",[8],1,"(1, 2)",0.5
378,"('Hu Y', 'He X')",[],0,"(1, 2)",0.0
379,"('Hu Y', 'Semenov DV')",[],0,"(1, 1)",0.0
380,"('Hu Y', 'Mei P')",[],0,"(1, 1)",0.0
381,"('Hu Y', 'Tunariu N')",[],0,"(1, 1)",0.0
382,"('Hu Y', 'Moroni I')",[],0,"(1, 1)",0.0
383,"('Hu Y', 'Sukeepaisarnjaroen W')",[],0,"(1, 1)",0.0
384,"('Hu Y', 'Binotto G')",[],0,"(1, 1)",0.0
385,"('Hu Y', 'Wang C')",[],0,"(1, 1)",0.0
386,"('Hu Y', 'Decio A')",[],0,"(1, 1)",0.0
387,"('Hu Y', 'Li X')",[],0,"(1, 1)",0.0
388,"('Hu Y', 'Dufour JF')",[],0,"(1, 1)",0.0
389,"('Hu Y', 'Wu YL')",[8],1,"(1, 1)",1.0
390,"('Hu Y', 'Wang H')",[],0,"(1, 1)",0.0
391,"('Hu Y', 'Savelyev EI')",[],0,"(1, 1)",0.0
392,"('Hu Y', 'Wu Q')",[],0,"(1, 1)",0.0
393,"('Hu Y', 'Wang K')",[8],1,"(1, 1)",1.0
394,"('Hu Y', 'Wang L')",[],0,"(1, 1)",0.0
395,"('Hu Y', 'Li S')",[],0,"(1, 1)",0.0
396,"('Hu Y', 'Deltas C')",[],0,"(1, 1)",0.0
397,"('Hu Y', 'Zhang X.')",[],0,"(1, 1)",0.0
398,"('Hu Y', 'Rescigno P')",[],0,"(1, 1)",0.0
399,"('Hu Y', 'De Castro O')",[],0,"(1, 1)",0.0
400,"('Hu Y', 'Wang Z')",[8],1,"(1, 1)",1.0
401,"('Hu Y', 'Izarzugaza JMG.')",[],0,"(1, 1)",0.0
402,"('Hu Y', 'Huang G.')",[],0,"(1, 1)",0.0
403,"('Hu Y', 'Moloney D')",[],0,"(1, 1)",0.0
404,"('Hu Y', 'Gil V')",[],0,"(1, 1)",0.0
405,"('Hu Y', 'Gane EJ')",[],0,"(1, 1)",0.0
406,"('Hu Y', 'Ars E')",[],0,"(1, 1)",0.0
407,"('Hu Y', 'Tiribelli M')",[],0,"(1, 1)",0.0
408,"('Hu Y', 'Sabattini E')",[],0,"(1, 1)",0.0
409,"('Hu Y', 'Wang J')",[],0,"(1, 1)",0.0
410,"('Hu Y', 'Cheng J.')",[],0,"(1, 1)",0.0
411,"('Hu Y', 'Benevolo G')",[],0,"(1, 1)",0.0
412,"('Hu Y', 'Kim Y')",[],0,"(1, 1)",0.0
413,"('Hu Y', 'Gu R')",[],0,"(1, 1)",0.0
414,"('Hu Y', 'Huang L')",[],0,"(1, 1)",0.0
415,"('Hu Y', 'Ariani F')",[],0,"(1, 1)",0.0
416,"('Hu Y', 'Bruttini M')",[],0,"(1, 1)",0.0
417,"('Hu Y', 'Garcia-Cazorla A')",[],0,"(1, 1)",0.0
418,"('Hu Y', 'Wu H')",[],0,"(1, 1)",0.0
419,"('Hu Y', 'Li J')",[],0,"(1, 1)",0.0
420,"('Hu Y', 'Sidorov SV')",[],0,"(1, 1)",0.0
421,"('Hu Y', 'Li H')",[],0,"(1, 1)",0.0
422,"('Hu Y', 'Martino B')",[],0,"(1, 1)",0.0
423,"('Hu Y', 'Chen G')",[],0,"(1, 1)",0.0
424,"('Hu Y', 'Richter VA')",[],0,"(1, 1)",0.0
425,"('Hu Y', 'Zheng J')",[],0,"(1, 1)",0.0
426,"('Hu Y', 'Ding J')",[],0,"(1, 1)",0.0
427,"('Hu Y', 'Palandri F')",[],0,"(1, 1)",0.0
428,"('Hu Y', 'Weiss KH')",[],0,"(1, 1)",0.0
429,"('Hu Y', 'Yen CJ')",[],0,"(1, 1)",0.0
430,"('Hu Y', 'Ma D')",[],0,"(1, 1)",0.0
431,"('Hu Y', 'Cheng Y')",[8],1,"(1, 1)",1.0
432,"('Hu Y', 'Miao C')",[],0,"(1, 1)",0.0
433,"('Hu Y', 'Gao H')",[8],1,"(1, 1)",1.0
434,"('Hu Y', 'Teufel M')",[],0,"(1, 1)",0.0
435,"('Hu Y', 'Dolling DI')",[],0,"(1, 1)",0.0
436,"('Hu Y', 'Tonduti D')",[],0,"(1, 1)",0.0
437,"('Hu Y', 'Nushtaeva AA')",[],0,"(1, 1)",0.0
438,"('Hu Y', 'Yau M')",[],0,"(1, 1)",0.0
439,"('Hu Y', 'Catani L')",[],0,"(1, 1)",0.0
440,"('Hu Y', 'Zafeiriou Z')",[],0,"(1, 1)",0.0
441,"('Hu Y', 'Ma X')",[],0,"(1, 1)",0.0
442,"('Hu Y', 'Avino M')",[],0,"(1, 1)",0.0
443,"('Hu Y', 'Yuan Y')",[],0,"(1, 1)",0.0
444,"('Hu Y', 'Ross P')",[],0,"(1, 1)",0.0
445,"('Hu Y', 'Zhu Y')",[],0,"(1, 1)",0.0
446,"('Hu Y', 'Perez-Lopez R')",[],0,"(1, 1)",0.0
447,"('Hu Y', 'Breccia M')",[],0,"(1, 1)",0.0
448,"('Hu Y', 'Park SJ')",[],0,"(1, 1)",0.0
449,"('Hu Y', 'Crespo M')",[],0,"(1, 1)",0.0
450,"('Hu Y', 'Gross O')",[],0,"(1, 1)",0.0
451,"('Hu Y', 'Tieghi A')",[],0,"(1, 1)",0.0
452,"('Hu Y', 'Pichiecchio A')",[],0,"(1, 1)",0.0
453,"('Hu Y', 'Bosi C')",[],0,"(1, 1)",0.0
454,"('Hu Y', 'Bonifacio M')",[],0,"(1, 1)",0.0
455,"('Hu Y', 'Polverelli N')",[],0,"(1, 1)",0.0
456,"('Hu Y', 'Savige J')",[],0,"(1, 1)",0.0
457,"('Hu Y', 'Bianchini D')",[],0,"(1, 1)",0.0
458,"('Hu Y', 'Blanc JF')",[],0,"(1, 1)",0.0
459,"('Hu Y', 'Chen W')",[],0,"(1, 1)",0.0
460,"('Hu Y', 'Hunt J')",[],0,"(1, 1)",0.0
461,"('Hu Y', 'Carecchio M')",[],0,"(1, 1)",0.0
462,"('Hu Y', 'Iurlo A')",[],0,"(1, 1)",0.0
463,"('Hu Y', 'Storey H.')",[],0,"(1, 1)",0.0
464,"('Hu Y', 'Ding C')",[8],1,"(1, 1)",1.0
465,"('Hu Y', ""D'Adda M"")",[],0,"(1, 1)",0.0
466,"('Hu Y', 'Zhu J.')",[],0,"(1, 1)",0.0
467,"('Hu Y', 'Ye X')",[8],1,"(1, 1)",1.0
468,"('Hu Y', 'Peck-Radosavljevic M')",[],0,"(1, 1)",0.0
469,"('Hu Y', 'Mari F')",[],0,"(1, 1)",0.0
470,"('Hu Y', 'Abruzzese E')",[],0,"(1, 1)",0.0
471,"('Hu Y', 'Crugnola M')",[],0,"(1, 1)",0.0
472,"('Hu Y', 'Huang C')",[8],1,"(1, 1)",1.0
473,"('Hu Y', 'de Oliveira FM')",[],0,"(1, 1)",0.0
474,"('Hu Y', 'Heidel F')",[],0,"(1, 1)",0.0
475,"('Hu Y', 'Shi Y')",[8],1,"(1, 1)",1.0
476,"('Hu Y', 'Ryoo BY')",[],0,"(1, 1)",0.0
477,"('Hu Y', 'Yau T')",[],0,"(1, 1)",0.0
478,"('Hu Y', 'Seed G')",[],0,"(1, 1)",0.0
479,"('Hu Y', 'Bertan C')",[],0,"(1, 1)",0.0
480,"('Hu Y', 'Chiapparini L')",[],0,"(1, 1)",0.0
481,"('Hu Y', 'Xu J')",[],0,"(1, 1)",0.0
482,"('Hu Y', 'Miranda S')",[],0,"(1, 1)",0.0
483,"('Hu Y', 'Quan L')",[],0,"(1, 1)",0.0
484,"('Hu Y', 'Ping G')",[],0,"(1, 1)",0.0
485,"('Hu Y', 'Juravlev ES')",[],0,"(1, 1)",0.0
486,"('Hu Y', 'Renieri A')",[],0,"(1, 1)",0.0
487,"('Hu Y', 'Xu YP')",[],0,"(1, 1)",0.0
488,"('Hu Y', 'Nava Rodrigues D')",[],0,"(1, 1)",0.0
489,"('Hu Y', 'Flinter F')",[],0,"(1, 1)",0.0
490,"('Hu Y', 'Zhang Z.')",[],0,"(1, 1)",0.0
491,"('Hu Y', 'Gale DP')",[],0,"(1, 1)",0.0
492,"('Hu Y', 'Hu J')",[8],1,"(1, 1)",1.0
493,"('Hu Y', 'Balahonova EA')",[],0,"(1, 1)",0.0
494,"('Hu Y', 'Shagam L')",[],0,"(1, 1)",0.0
495,"('Hu Y', 'Riisnaes R')",[],0,"(1, 1)",0.0
496,"('Hu Y', 'Isidori A')",[],0,"(1, 1)",0.0
497,"('Hu Y', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
498,"('Hu Y', 'Menale B')",[],0,"(1, 1)",0.0
499,"('Hu Y', 'Stepanov GA')",[],0,"(1, 1)",0.0
500,"('Hu Y', 'Jiang Y')",[],0,"(1, 1)",0.0
501,"('Hu Y', 'Kocsis J')",[],0,"(1, 1)",0.0
502,"('Hu Y', 'Reale C')",[],0,"(1, 1)",0.0
503,"('Hu Y', 'Koval OA.')",[],0,"(1, 1)",0.0
504,"('Hu Y', 'Mazzaferro V')",[],0,"(1, 1)",0.0
505,"('Hu Y', 'Di Maio A')",[],0,"(1, 1)",0.0
506,"('Hu Y', 'Boysen G')",[],0,"(1, 1)",0.0
507,"('Hu Y', 'Panteghini C')",[],0,"(1, 1)",0.0
508,"('Hu Y', 'Lin Y')",[],0,"(1, 1)",0.0
509,"('Hu Y', 'Christova R')",[],0,"(1, 1)",0.0
510,"('Hu Y', 'Merle P')",[],0,"(1, 1)",0.0
511,"('Hu Y', 'Aziz S')",[],0,"(1, 1)",0.0
512,"('Hu Y', 'Zhu G')",[8],1,"(1, 1)",1.0
513,"('Hu Y', 'Choo SP')",[],0,"(1, 1)",0.0
514,"('Hu Y', 'Yin K')",[],0,"(1, 1)",0.0
515,"('Hu Y', 'Dao T')",[],0,"(1, 1)",0.0
516,"('Hu Y', 'Hoefele J')",[],0,"(1, 1)",0.0
517,"('Hu Y', 'Nagel M')",[],0,"(1, 1)",0.0
518,"('Hu Y', 'Figueiredo I')",[],0,"(1, 1)",0.0
519,"('Hu Y', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
520,"('Hu Y', 'Ma YT')",[],0,"(1, 1)",0.0
521,"('Hu Y', 'Campistol J')",[],0,"(1, 1)",0.0
522,"('Hu Y', 'Tang D')",[],0,"(1, 1)",0.0
523,"('Hu Y', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
524,"('Hu Y', 'Sheng W')",[],0,"(1, 1)",0.0
525,"('Hu Y', 'Thongsawat S')",[],0,"(1, 1)",0.0
526,"('Hu Y', 'Lim HY')",[],0,"(1, 1)",0.0
527,"('Hu Y', 'Bergamaschi M')",[],0,"(1, 1)",0.0
528,"('Hu Y', 'Zhou Q')",[8],1,"(1, 1)",1.0
529,"('Hu Y', 'Garavaglia B')",[],0,"(1, 1)",0.0
530,"('Hu Y', 'Zhang T')",[],0,"(1, 1)",0.0
531,"('Hu Y', 'Liang L')",[8],1,"(1, 1)",1.0
532,"('Hu Y', 'Orcesi S.')",[],0,"(1, 1)",0.0
533,"('Hu Y', 'Kuligina EV')",[],0,"(1, 1)",0.0
534,"('Hu Y', 'Nardocci N')",[],0,"(1, 1)",0.0
535,"('Hu Y', 'Ding Y')",[],0,"(1, 1)",0.0
536,"('Hu Y', 'Palumbo GA')",[],0,"(1, 1)",0.0
537,"('Hu Y', 'Shi LP')",[],0,"(1, 1)",0.0
538,"('Hu Y', 'Huang Z')",[],0,"(1, 1)",0.0
539,"('Hu Y', 'Chuai S')",[8],1,"(1, 1)",1.0
540,"('Hu Y', 'Torra R')",[],0,"(1, 1)",0.0
541,"('Hu Y', 'Liu S')",[],0,"(1, 1)",0.0
542,"('Hu Y', 'An T')",[8],1,"(1, 1)",1.0
543,"('Hu Y', 'Guida M.')",[],0,"(1, 1)",0.0
544,"('Hu Y', 'Cao Y')",[],0,"(1, 1)",0.0
545,"('Hu Y', 'Huang W')",[],0,"(1, 1)",0.0
546,"('Hu Y', 'Zhao Q')",[],0,"(1, 1)",0.0
547,"('Hu Y', 'Cavazzini F')",[],0,"(1, 1)",0.0
548,"('Hu Y', 'Yeo W')",[],0,"(1, 1)",0.0
549,"('Hu Y', 'Brunak S')",[],0,"(1, 1)",0.0
550,"('Hu Y', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
551,"('Hu Y', 'Lamlertthon W')",[],0,"(1, 1)",0.0
552,"('Hu Y', 'Guo J')",[],0,"(1, 1)",0.0
553,"('Hu Y', 'Peng F')",[8],1,"(1, 1)",1.0
554,"('Hu Y', 'Bartoletti D')",[],0,"(1, 1)",0.0
555,"('Hu Y', 'Hu R')",[],0,"(1, 1)",0.0
556,"('Hu Y', 'Ferreira A')",[],0,"(1, 1)",0.0
557,"('Hu Y', 'Gerasimov AV')",[],0,"(1, 1)",0.0
558,"('Hu Y', 'Garosi G')",[],0,"(1, 1)",0.0
559,"('Hu Y', 'Song G')",[],0,"(1, 1)",0.0
560,"('Hu Y', 'Zhang M')",[8],1,"(1, 1)",1.0
561,"('Hu Y', 'Zhou C')",[8],1,"(1, 1)",1.0
562,"('Hu Y', 'Peng D')",[],0,"(1, 1)",0.0
563,"('Hu Y', 'Chen YM.')",[],0,"(1, 1)",0.0
564,"('Zhang L', 'He X')",[4],1,"(2, 2)",0.25
565,"('Zhang L', 'Semenov DV')",[],0,"(2, 1)",0.0
566,"('Zhang L', 'Mei P')",[],0,"(2, 1)",0.0
567,"('Zhang L', 'Tunariu N')",[],0,"(2, 1)",0.0
568,"('Zhang L', 'Moroni I')",[],0,"(2, 1)",0.0
569,"('Zhang L', 'Sukeepaisarnjaroen W')",[],0,"(2, 1)",0.0
570,"('Zhang L', 'Binotto G')",[],0,"(2, 1)",0.0
571,"('Zhang L', 'Wang C')",[],0,"(2, 1)",0.0
572,"('Zhang L', 'Decio A')",[],0,"(2, 1)",0.0
573,"('Zhang L', 'Li X')",[],0,"(2, 1)",0.0
574,"('Zhang L', 'Dufour JF')",[],0,"(2, 1)",0.0
575,"('Zhang L', 'Wu YL')",[8],1,"(2, 1)",0.5
576,"('Zhang L', 'Wang H')",[],0,"(2, 1)",0.0
577,"('Zhang L', 'Savelyev EI')",[],0,"(2, 1)",0.0
578,"('Zhang L', 'Wu Q')",[],0,"(2, 1)",0.0
579,"('Zhang L', 'Wang K')",[8],1,"(2, 1)",0.5
580,"('Zhang L', 'Wang L')",[],0,"(2, 1)",0.0
581,"('Zhang L', 'Li S')",[],0,"(2, 1)",0.0
582,"('Zhang L', 'Deltas C')",[],0,"(2, 1)",0.0
583,"('Zhang L', 'Zhang X.')",[4],1,"(2, 1)",0.5
584,"('Zhang L', 'Rescigno P')",[],0,"(2, 1)",0.0
585,"('Zhang L', 'De Castro O')",[],0,"(2, 1)",0.0
586,"('Zhang L', 'Wang Z')",[8],1,"(2, 1)",0.5
587,"('Zhang L', 'Izarzugaza JMG.')",[],0,"(2, 1)",0.0
588,"('Zhang L', 'Huang G.')",[],0,"(2, 1)",0.0
589,"('Zhang L', 'Moloney D')",[],0,"(2, 1)",0.0
590,"('Zhang L', 'Gil V')",[],0,"(2, 1)",0.0
591,"('Zhang L', 'Gane EJ')",[],0,"(2, 1)",0.0
592,"('Zhang L', 'Ars E')",[],0,"(2, 1)",0.0
593,"('Zhang L', 'Tiribelli M')",[],0,"(2, 1)",0.0
594,"('Zhang L', 'Sabattini E')",[],0,"(2, 1)",0.0
595,"('Zhang L', 'Wang J')",[],0,"(2, 1)",0.0
596,"('Zhang L', 'Cheng J.')",[],0,"(2, 1)",0.0
597,"('Zhang L', 'Benevolo G')",[],0,"(2, 1)",0.0
598,"('Zhang L', 'Kim Y')",[],0,"(2, 1)",0.0
599,"('Zhang L', 'Gu R')",[],0,"(2, 1)",0.0
600,"('Zhang L', 'Huang L')",[],0,"(2, 1)",0.0
601,"('Zhang L', 'Ariani F')",[],0,"(2, 1)",0.0
602,"('Zhang L', 'Bruttini M')",[],0,"(2, 1)",0.0
603,"('Zhang L', 'Garcia-Cazorla A')",[],0,"(2, 1)",0.0
604,"('Zhang L', 'Wu H')",[4],1,"(2, 1)",0.5
605,"('Zhang L', 'Li J')",[],0,"(2, 1)",0.0
606,"('Zhang L', 'Sidorov SV')",[],0,"(2, 1)",0.0
607,"('Zhang L', 'Li H')",[],0,"(2, 1)",0.0
608,"('Zhang L', 'Martino B')",[],0,"(2, 1)",0.0
609,"('Zhang L', 'Chen G')",[],0,"(2, 1)",0.0
610,"('Zhang L', 'Richter VA')",[],0,"(2, 1)",0.0
611,"('Zhang L', 'Zheng J')",[],0,"(2, 1)",0.0
612,"('Zhang L', 'Ding J')",[],0,"(2, 1)",0.0
613,"('Zhang L', 'Palandri F')",[],0,"(2, 1)",0.0
614,"('Zhang L', 'Weiss KH')",[],0,"(2, 1)",0.0
615,"('Zhang L', 'Yen CJ')",[],0,"(2, 1)",0.0
616,"('Zhang L', 'Ma D')",[],0,"(2, 1)",0.0
617,"('Zhang L', 'Cheng Y')",[8],1,"(2, 1)",0.5
618,"('Zhang L', 'Miao C')",[],0,"(2, 1)",0.0
619,"('Zhang L', 'Gao H')",[8],1,"(2, 1)",0.5
620,"('Zhang L', 'Teufel M')",[],0,"(2, 1)",0.0
621,"('Zhang L', 'Dolling DI')",[],0,"(2, 1)",0.0
622,"('Zhang L', 'Tonduti D')",[],0,"(2, 1)",0.0
623,"('Zhang L', 'Nushtaeva AA')",[],0,"(2, 1)",0.0
624,"('Zhang L', 'Yau M')",[],0,"(2, 1)",0.0
625,"('Zhang L', 'Catani L')",[],0,"(2, 1)",0.0
626,"('Zhang L', 'Zafeiriou Z')",[],0,"(2, 1)",0.0
627,"('Zhang L', 'Ma X')",[],0,"(2, 1)",0.0
628,"('Zhang L', 'Avino M')",[],0,"(2, 1)",0.0
629,"('Zhang L', 'Yuan Y')",[],0,"(2, 1)",0.0
630,"('Zhang L', 'Ross P')",[],0,"(2, 1)",0.0
631,"('Zhang L', 'Zhu Y')",[],0,"(2, 1)",0.0
632,"('Zhang L', 'Perez-Lopez R')",[],0,"(2, 1)",0.0
633,"('Zhang L', 'Breccia M')",[],0,"(2, 1)",0.0
634,"('Zhang L', 'Park SJ')",[],0,"(2, 1)",0.0
635,"('Zhang L', 'Crespo M')",[],0,"(2, 1)",0.0
636,"('Zhang L', 'Gross O')",[],0,"(2, 1)",0.0
637,"('Zhang L', 'Tieghi A')",[],0,"(2, 1)",0.0
638,"('Zhang L', 'Pichiecchio A')",[],0,"(2, 1)",0.0
639,"('Zhang L', 'Bosi C')",[],0,"(2, 1)",0.0
640,"('Zhang L', 'Bonifacio M')",[],0,"(2, 1)",0.0
641,"('Zhang L', 'Polverelli N')",[],0,"(2, 1)",0.0
642,"('Zhang L', 'Savige J')",[],0,"(2, 1)",0.0
643,"('Zhang L', 'Bianchini D')",[],0,"(2, 1)",0.0
644,"('Zhang L', 'Blanc JF')",[],0,"(2, 1)",0.0
645,"('Zhang L', 'Chen W')",[],0,"(2, 1)",0.0
646,"('Zhang L', 'Hunt J')",[],0,"(2, 1)",0.0
647,"('Zhang L', 'Carecchio M')",[],0,"(2, 1)",0.0
648,"('Zhang L', 'Iurlo A')",[],0,"(2, 1)",0.0
649,"('Zhang L', 'Storey H.')",[],0,"(2, 1)",0.0
650,"('Zhang L', 'Ding C')",[8],1,"(2, 1)",0.5
651,"('Zhang L', ""D'Adda M"")",[],0,"(2, 1)",0.0
652,"('Zhang L', 'Zhu J.')",[],0,"(2, 1)",0.0
653,"('Zhang L', 'Ye X')",[8],1,"(2, 1)",0.5
654,"('Zhang L', 'Peck-Radosavljevic M')",[],0,"(2, 1)",0.0
655,"('Zhang L', 'Mari F')",[],0,"(2, 1)",0.0
656,"('Zhang L', 'Abruzzese E')",[],0,"(2, 1)",0.0
657,"('Zhang L', 'Crugnola M')",[],0,"(2, 1)",0.0
658,"('Zhang L', 'Huang C')",[8],1,"(2, 1)",0.5
659,"('Zhang L', 'de Oliveira FM')",[],0,"(2, 1)",0.0
660,"('Zhang L', 'Heidel F')",[],0,"(2, 1)",0.0
661,"('Zhang L', 'Shi Y')",[8],1,"(2, 1)",0.5
662,"('Zhang L', 'Ryoo BY')",[],0,"(2, 1)",0.0
663,"('Zhang L', 'Yau T')",[],0,"(2, 1)",0.0
664,"('Zhang L', 'Seed G')",[],0,"(2, 1)",0.0
665,"('Zhang L', 'Bertan C')",[],0,"(2, 1)",0.0
666,"('Zhang L', 'Chiapparini L')",[],0,"(2, 1)",0.0
667,"('Zhang L', 'Xu J')",[],0,"(2, 1)",0.0
668,"('Zhang L', 'Miranda S')",[],0,"(2, 1)",0.0
669,"('Zhang L', 'Quan L')",[],0,"(2, 1)",0.0
670,"('Zhang L', 'Ping G')",[],0,"(2, 1)",0.0
671,"('Zhang L', 'Juravlev ES')",[],0,"(2, 1)",0.0
672,"('Zhang L', 'Renieri A')",[],0,"(2, 1)",0.0
673,"('Zhang L', 'Xu YP')",[],0,"(2, 1)",0.0
674,"('Zhang L', 'Nava Rodrigues D')",[],0,"(2, 1)",0.0
675,"('Zhang L', 'Flinter F')",[],0,"(2, 1)",0.0
676,"('Zhang L', 'Zhang Z.')",[],0,"(2, 1)",0.0
677,"('Zhang L', 'Gale DP')",[],0,"(2, 1)",0.0
678,"('Zhang L', 'Hu J')",[8],1,"(2, 1)",0.5
679,"('Zhang L', 'Balahonova EA')",[],0,"(2, 1)",0.0
680,"('Zhang L', 'Shagam L')",[],0,"(2, 1)",0.0
681,"('Zhang L', 'Riisnaes R')",[],0,"(2, 1)",0.0
682,"('Zhang L', 'Isidori A')",[],0,"(2, 1)",0.0
683,"('Zhang L', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(2, 1)",0.0
684,"('Zhang L', 'Menale B')",[],0,"(2, 1)",0.0
685,"('Zhang L', 'Stepanov GA')",[],0,"(2, 1)",0.0
686,"('Zhang L', 'Jiang Y')",[],0,"(2, 1)",0.0
687,"('Zhang L', 'Kocsis J')",[],0,"(2, 1)",0.0
688,"('Zhang L', 'Reale C')",[],0,"(2, 1)",0.0
689,"('Zhang L', 'Koval OA.')",[],0,"(2, 1)",0.0
690,"('Zhang L', 'Mazzaferro V')",[],0,"(2, 1)",0.0
691,"('Zhang L', 'Di Maio A')",[],0,"(2, 1)",0.0
